family,field,sibling_title,current_value,proposed_action
Morph Wide Leg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Morph Wide Leg Sweats Grey,shopify--color-pattern.grey,per Rule G8
Signature Wideleg Sweats,body_html,Signature Wideleg Sweats - Pitch Black,956 chars,longest wins (Rule G7a)
Signature Wideleg Sweats,body_html,Signature Wideleg Sweats Grey,1000 chars,longest wins (Rule G7a)
Signature Wideleg Sweats,body_html,Signature Wideleg Sweats Faded Black,993 chars,longest wins (Rule G7a)
Signature Wideleg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Wideleg Sweats - Pitch Black,shopify--color-pattern.black-3,per Rule G8
Signature Wideleg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Wideleg Sweats Grey,shopify--color-pattern.gray-2,per Rule G8
Signature Wideleg Sweats,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Wideleg Sweats Faded Black,shopify--color-pattern.black-3,per Rule G8
Form Straight Leggings,body_html,Form Straight Leggings Black,1324 chars,longest wins (Rule G7a)
Form Straight Leggings,body_html,Form Straight Leggings Blue,1323 chars,longest wins (Rule G7a)
Form Straight Leggings,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Form Straight Leggings Black,shopify--color-pattern.black-7,per Rule G8
Form Straight Leggings,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Form Straight Leggings Blue,shopify--color-pattern.blue,per Rule G8
Ghost Zip Up,body_html,Ghost Zip Up Blood Red,1452 chars,longest wins (Rule G7a)
Ghost Zip Up,body_html,Ghost Zip Up Glossy Pink,1378 chars,longest wins (Rule G7a)
Ghost Zip Up,body_html,Ghost Zip Up Creme,1396 chars,longest wins (Rule G7a)
Ghost Zip Up,body_html,Ghost Zip Up Dusk,1420 chars,longest wins (Rule G7a)
Ghost Zip Up,body_html,Ghost Zip Up Toxic Green,1470 chars,longest wins (Rule G7a)
Ghost Zip Up,metafield:Metafield: mc-facebook.google_product_category [string],Ghost Zip Up Blood Red,212,per Rule G8
Ghost Zip Up,metafield:Metafield: mc-facebook.google_product_category [string],Ghost Zip Up Glossy Pink,212,per Rule G8
Ghost Zip Up,metafield:Metafield: mc-facebook.google_product_category [string],Ghost Zip Up Creme,5322,per Rule G8
Ghost Zip Up,metafield:Metafield: mc-facebook.google_product_category [string],Ghost Zip Up Dusk,212,per Rule G8
Ghost Zip Up,metafield:Metafield: mc-facebook.google_product_category [string],Ghost Zip Up Toxic Green,5322,per Rule G8
Ghost Zip Up,metafield:Metafield: mm-google-shopping.google_product_category [string],Ghost Zip Up Blood Red,212,per Rule G8
Ghost Zip Up,metafield:Metafield: mm-google-shopping.google_product_category [string],Ghost Zip Up Glossy Pink,212,per Rule G8
Ghost Zip Up,metafield:Metafield: mm-google-shopping.google_product_category [string],Ghost Zip Up Creme,5322,per Rule G8
Ghost Zip Up,metafield:Metafield: mm-google-shopping.google_product_category [string],Ghost Zip Up Dusk,212,per Rule G8
Ghost Zip Up,metafield:Metafield: mm-google-shopping.google_product_category [string],Ghost Zip Up Toxic Green,5322,per Rule G8
Ghost Sweatpants,body_html,Ghost Sweatpants Toxic Green,1520 chars,longest wins (Rule G7a)
Ghost Sweatpants,body_html,Ghost Sweatpants Blood Red,1473 chars,longest wins (Rule G7a)
Ghost Sweatpants,body_html,Ghost Sweatpants Glossy Pink,1457 chars,longest wins (Rule G7a)
Ghost Sweatpants,body_html,Ghost Sweatpants Dusk,1379 chars,longest wins (Rule G7a)
Ghost Sweatpants,collection:in-stock,"Ghost Sweatpants Toxic Green, Ghost Sweatpants Blood Red, Ghost Sweatpants Dusk",on some siblings only,UNION (Rule G2)
Ghost Sweatpants,collection:black-friday,"Ghost Sweatpants Toxic Green, Ghost Sweatpants Blood Red, Ghost Sweatpants Dusk",on some siblings only,UNION (Rule G2)
Chained Baby Tee,body_html,Chained Baby Tee Midnight,1244 chars,longest wins (Rule G7a)
Chained Baby Tee,body_html,Chained Baby Tee Glossy Pink,1226 chars,longest wins (Rule G7a)
Chained Baby Tee,body_html,Chained Baby Tee Grey,1169 chars,longest wins (Rule G7a)
Chained Baby Tee,body_html,Chained Baby Tee Creme,1135 chars,longest wins (Rule G7a)
Chained Baby Tee,type,Chained Baby Tee Midnight,baby tee,most common (G4/G5/G6)
Chained Baby Tee,type,Chained Baby Tee Glossy Pink,baby tee,most common (G4/G5/G6)
Chained Baby Tee,type,Chained Baby Tee Grey,baby tee,most common (G4/G5/G6)
Chained Baby Tee,type,Chained Baby Tee Creme,Cropped Tank,most common (G4/G5/G6)
Chained Baby Tee,tag:herTops,Chained Baby Tee Creme,on some siblings only,UNION (Rule G1)
Chained Baby Tee,collection:her-tops,Chained Baby Tee Creme,on some siblings only,UNION (Rule G2)
Chained Baby Tee,metafield:Metafield: mc-facebook.google_product_category [string],Chained Baby Tee Midnight,1604,per Rule G8
Chained Baby Tee,metafield:Metafield: mc-facebook.google_product_category [string],Chained Baby Tee Glossy Pink,1604,per Rule G8
Chained Baby Tee,metafield:Metafield: mc-facebook.google_product_category [string],Chained Baby Tee Grey,1604,per Rule G8
Chained Baby Tee,metafield:Metafield: mc-facebook.google_product_category [string],Chained Baby Tee Creme,212,per Rule G8
Chained Baby Tee,metafield:Metafield: mm-google-shopping.google_product_category [string],Chained Baby Tee Midnight,1604,per Rule G8
Chained Baby Tee,metafield:Metafield: mm-google-shopping.google_product_category [string],Chained Baby Tee Glossy Pink,1604,per Rule G8
Chained Baby Tee,metafield:Metafield: mm-google-shopping.google_product_category [string],Chained Baby Tee Grey,1604,per Rule G8
Chained Baby Tee,metafield:Metafield: mm-google-shopping.google_product_category [string],Chained Baby Tee Creme,212,per Rule G8
Cropped Chain Tank,body_html,Cropped Chain Tank Midnight,1146 chars,longest wins (Rule G7a)
Cropped Chain Tank,body_html,Cropped Chain Tank Glossy Pink,1332 chars,longest wins (Rule G7a)
Cropped Chain Tank,body_html,Cropped Chain Tank Gray,1269 chars,longest wins (Rule G7a)
Cropped Chain Tank,body_html,Cropped Chain Tank Creme,1323 chars,longest wins (Rule G7a)
Cropped Chain Tank,collection:product-templates,Cropped Chain Tank Gray,on some siblings only,UNION (Rule G2)
Cropped Chain Tank,metafield:Metafield: mc-facebook.google_product_category [string],Cropped Chain Tank Midnight,212,per Rule G8
Cropped Chain Tank,metafield:Metafield: mc-facebook.google_product_category [string],Cropped Chain Tank Glossy Pink,1604,per Rule G8
Cropped Chain Tank,metafield:Metafield: mc-facebook.google_product_category [string],Cropped Chain Tank Gray,1604,per Rule G8
Cropped Chain Tank,metafield:Metafield: mc-facebook.google_product_category [string],Cropped Chain Tank Creme,1604,per Rule G8
Cropped Chain Tank,metafield:Metafield: mm-google-shopping.google_product_category [string],Cropped Chain Tank Midnight,212,per Rule G8
Cropped Chain Tank,metafield:Metafield: mm-google-shopping.google_product_category [string],Cropped Chain Tank Glossy Pink,1604,per Rule G8
Cropped Chain Tank,metafield:Metafield: mm-google-shopping.google_product_category [string],Cropped Chain Tank Gray,1604,per Rule G8
Cropped Chain Tank,metafield:Metafield: mm-google-shopping.google_product_category [string],Cropped Chain Tank Creme,1604,per Rule G8
Chrome Thermal,body_html,Chrome Thermal,1579 chars,longest wins (Rule G7a)
Chrome Thermal,body_html,Chrome Thermal Glossy Pink,1443 chars,longest wins (Rule G7a)
Chrome Thermal,body_html,Chrome Thermal Toxic Green,1424 chars,longest wins (Rule G7a)
Chrome Thermal,body_html,Chrome Thermal Electric Blue,1413 chars,longest wins (Rule G7a)
Chrome Thermal,metafield:Metafield: mc-facebook.google_product_category [string],Chrome Thermal,1604,per Rule G8
Chrome Thermal,metafield:Metafield: mc-facebook.google_product_category [string],Chrome Thermal Glossy Pink,1604,per Rule G8
Chrome Thermal,metafield:Metafield: mc-facebook.google_product_category [string],Chrome Thermal Toxic Green,212,per Rule G8
Chrome Thermal,metafield:Metafield: mc-facebook.google_product_category [string],Chrome Thermal Electric Blue,1604,per Rule G8
Chrome Thermal,metafield:Metafield: mm-google-shopping.google_product_category [string],Chrome Thermal,1604,per Rule G8
Chrome Thermal,metafield:Metafield: mm-google-shopping.google_product_category [string],Chrome Thermal Glossy Pink,1604,per Rule G8
Chrome Thermal,metafield:Metafield: mm-google-shopping.google_product_category [string],Chrome Thermal Toxic Green,212,per Rule G8
Chrome Thermal,metafield:Metafield: mm-google-shopping.google_product_category [string],Chrome Thermal Electric Blue,1604,per Rule G8
Hombre Thermal,body_html,Hombre Thermal Grey Faded,1299 chars,longest wins (Rule G7a)
Hombre Thermal,body_html,Hombre Thermal Beige Faded,1305 chars,longest wins (Rule G7a)
Hombre Thermal,metafield:Metafield: mc-facebook.google_product_category [string],Hombre Thermal Grey Faded,212,per Rule G8
Hombre Thermal,metafield:Metafield: mc-facebook.google_product_category [string],Hombre Thermal Beige Faded,5322,per Rule G8
Hombre Thermal,metafield:Metafield: mm-google-shopping.google_product_category [string],Hombre Thermal Grey Faded,212,per Rule G8
Hombre Thermal,metafield:Metafield: mm-google-shopping.google_product_category [string],Hombre Thermal Beige Faded,5322,per Rule G8
Signature Long Sleeve Compression,body_html,Signature Long Sleeve Compression Blue,1078 chars,longest wins (Rule G7a)
Signature Long Sleeve Compression,body_html,Signature Long Sleeve Compression Lilac Purple,1531 chars,longest wins (Rule G7a)
Signature Long Sleeve Compression,body_html,Signature Long Sleeve Compression Black with White Text,1659 chars,longest wins (Rule G7a)
Signature Long Sleeve Compression,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Long Sleeve Compression Blue,shopify--color-pattern.blue,per Rule G8
Signature Long Sleeve Compression,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Long Sleeve Compression Lilac Purple,shopify--color-pattern.purple,per Rule G8
Signature Long Sleeve Compression,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Long Sleeve Compression Black with White Text,shopify--color-pattern.black-7,per Rule G8
Signature Short Sleeve Compression,body_html,Signature Short Sleeve Compression Lilac Purple,1532 chars,longest wins (Rule G7a)
Signature Short Sleeve Compression,body_html,Signature Short Sleeve Compression Blue,1079 chars,longest wins (Rule G7a)
Signature Short Sleeve Compression,body_html,Signature Short Sleeve Compression Black with White Text,1660 chars,longest wins (Rule G7a)
Signature Short Sleeve Compression,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Short Sleeve Compression Lilac Purple,shopify--color-pattern.purple,per Rule G8
Signature Short Sleeve Compression,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Short Sleeve Compression Blue,shopify--color-pattern.blue,per Rule G8
Signature Short Sleeve Compression,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Signature Short Sleeve Compression Black with White Text,shopify--color-pattern.black-7,per Rule G8
Prime Layer Shorts,body_html,Prime Layer Frost Blue Shorts,1068 chars,longest wins (Rule G7a)
Prime Layer Shorts,body_html,Prime Layer Midnight Black Shorts,1072 chars,longest wins (Rule G7a)
Prime Layer Shorts,body_html,Prime Layer Forest Green Shorts,1070 chars,longest wins (Rule G7a)
Prime Layer Shorts,tag:shorts,"Prime Layer Frost Blue Shorts, Prime Layer Forest Green Shorts",on some siblings only,UNION (Rule G1)
Prime Layer Shorts,collection:shorts,"Prime Layer Frost Blue Shorts, Prime Layer Forest Green Shorts",on some siblings only,UNION (Rule G2)
Prime Layer Shorts,collection:bottoms,"Prime Layer Frost Blue Shorts, Prime Layer Forest Green Shorts",on some siblings only,UNION (Rule G2)
Prime Layer Shorts,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Prime Layer Frost Blue Shorts,shopify--color-pattern.sky-blue,per Rule G8
Prime Layer Shorts,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Prime Layer Midnight Black Shorts,shopify--color-pattern.midnight-black-new,per Rule G8
Prime Layer Shorts,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Prime Layer Forest Green Shorts,shopify--color-pattern.forest-green-new,per Rule G8
Prime Layer Shorts,var_metafield:Variant Metafield: harmonized_system_code [string],Prime Layer Frost Blue Shorts,620349,per Rule G9
Prime Layer Shorts,var_metafield:Variant Metafield: harmonized_system_code [string],Prime Layer Midnight Black Shorts,620349,per Rule G9
Prime Layer Shorts,var_metafield:Variant Metafield: harmonized_system_code [string],Prime Layer Forest Green Shorts,620343,per Rule G9
Prime Layer Track Jacket,body_html,Prime Layer Frost Blue Track Jacket,1207 chars,longest wins (Rule G7a)
Prime Layer Track Jacket,body_html,Prime Layer Forest Green Track Jacket,1214 chars,longest wins (Rule G7a)
Prime Layer Track Jacket,body_html,Prime Layer Midnight Black Track Jacket,1224 chars,longest wins (Rule G7a)
Prime Layer Track Jacket,tag:sweatshirts,Prime Layer Forest Green Track Jacket,on some siblings only,UNION (Rule G1)
Prime Layer Track Jacket,collection:sweatshirts,Prime Layer Forest Green Track Jacket,on some siblings only,UNION (Rule G2)
Prime Layer Track Jacket,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Prime Layer Frost Blue Track Jacket,shopify--color-pattern.sky-blue,per Rule G8
Prime Layer Track Jacket,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Prime Layer Forest Green Track Jacket,shopify--color-pattern.forest-green-new,per Rule G8
Prime Layer Track Jacket,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Prime Layer Midnight Black Track Jacket,shopify--color-pattern.midnight-black-new,per Rule G8
Prime Layer Track Jacket,var_metafield:Variant Metafield: harmonized_system_code [string],Prime Layer Frost Blue Track Jacket,610910,per Rule G9
Prime Layer Track Jacket,var_metafield:Variant Metafield: harmonized_system_code [string],Prime Layer Forest Green Track Jacket,"610910, 620339",per Rule G9
Prime Layer Track Jacket,var_metafield:Variant Metafield: harmonized_system_code [string],Prime Layer Midnight Black Track Jacket,"610910, 620333",per Rule G9
Prime Layer Track Pants,body_html,Prime Layer Frost Blue Track Pants,1120 chars,longest wins (Rule G7a)
Prime Layer Track Pants,body_html,Prime Layer Forest Green Track Pants,1101 chars,longest wins (Rule G7a)
Prime Layer Track Pants,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Prime Layer Frost Blue Track Pants,shopify--color-pattern.sky-blue,per Rule G8
Prime Layer Track Pants,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Prime Layer Forest Green Track Pants,shopify--color-pattern.forest-green-new,per Rule G8
Prime Layer Track Pants,var_metafield:Variant Metafield: harmonized_system_code [string],Prime Layer Frost Blue Track Pants,"610910, 620343",per Rule G9
Prime Layer Track Pants,var_metafield:Variant Metafield: harmonized_system_code [string],Prime Layer Forest Green Track Pants,"610910, 620343",per Rule G9
Track Jacket,compare_at_price,Varsity Blue & Gray Track Jacket,$75.0,keep per-variant (Rule G3)
Track Jacket,compare_at_price,Forest Green Track Jacket,$0.0,keep per-variant (Rule G3)
Track Jacket,tag:crewNeck,Forest Green Track Jacket,on some siblings only,UNION (Rule G1)
Track Jacket,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Varsity Blue & Gray Track Jacket,shopify--color-pattern.varsity-blue-gray-new,per Rule G8
Track Jacket,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Forest Green Track Jacket,shopify--color-pattern.forest-green-new,per Rule G8
Track Jacket,var_metafield:Variant Metafield: harmonized_system_code [string],Varsity Blue & Gray Track Jacket,610910,per Rule G9
Track Jacket,var_metafield:Variant Metafield: harmonized_system_code [string],Forest Green Track Jacket,620332,per Rule G9
Track Pants,compare_at_price,Varsity Blue & Gray Track Pants,$0.0,keep per-variant (Rule G3)
Track Pants,compare_at_price,Forest Green Track Pants,$70.0,keep per-variant (Rule G3)
Track Pants,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Varsity Blue & Gray Track Pants,shopify--color-pattern.varsity-blue-gray-new,per Rule G8
Track Pants,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Forest Green Track Pants,shopify--color-pattern.forest-green-new,per Rule G8
Track Pants,var_metafield:Variant Metafield: harmonized_system_code [string],Varsity Blue & Gray Track Pants,610910,per Rule G9
Track Pants,var_metafield:Variant Metafield: harmonized_system_code [string],Forest Green Track Pants,610343,per Rule G9
Forged in Failure Crewneck,price,Black Forged in Failure Crewneck,$70.0,keep per-variant (Rule G3)
Forged in Failure Crewneck,price,Brown Forged in Failure Crewneck,$40.0,keep per-variant (Rule G3)
Forged in Failure Crewneck,price,Orange Forged in Failure Crewneck,$40.0,keep per-variant (Rule G3)
Forged in Failure Crewneck,price,UNC Blue Forged in Failure Crewneck,$40.0,keep per-variant (Rule G3)
Forged in Failure Crewneck,compare_at_price,Black Forged in Failure Crewneck,$None,keep per-variant (Rule G3)
